萩山,小川,1.2611
小川,東大和市,2.69175
東大和市,玉川上水,1.43244
玉川上水,武蔵砂川,2.37894
武蔵砂川,西武立川,2.02548
西武立川,拝島,2.46776
東村山,西武園,1.74741
国分寺,恋ヶ窪,1.9738
恋ヶ窪,鷹の台,1.32643
鷹の台,小川,1.62343
小川,東村山,2.50939
国分寺,一橋学園,2.45258
一橋学園,青梅街道,1.02688
青梅街道,萩山,1.08766
萩山,八坂,0.95292
八坂,武蔵大和,2.4895
武蔵大和,多摩湖,1.05738
武蔵境,新小金井,1.66512
新小金井,多磨,2.28833
多磨,白糸台,1.32052
白糸台,競艇場前,1.46536
競艇場前,是政,1.0055
京成上野,日暮里,1.86572
日暮里,新三河島,1.05198
新三河島,町屋,0.90262
町屋,千住大橋,1.39306
千住大橋,京成関屋,1.35578
京成関屋,堀切菖蒲園,1.4749
堀切菖蒲園,お花茶屋,1.1132
お花茶屋,青砥,1.49317
青砥,京成高砂,1.10785
京成高砂,京成小岩,1.80558
京成小岩,江戸川,1.23258
江戸川,国府台,0.650764
国府台,市川真間,0.953244
市川真間,菅野,0.767669
菅野,京成八幡,0.932476
京成八幡,鬼越,0.989709
鬼越,京成中山,0.644927
京成中山,東中山,0.81887
東中山,京成西船,0.636686
京成西船,海神,1.33801
海神,京成船橋,1.38036
京成船橋,大神宮下,0.877128
大神宮下,船橋競馬場,0.764526
船橋競馬場,谷津,0.997493
谷津,京成津田沼,1.56069
京成津田沼,京成大久保,2.16625
京成大久保,実籾,1.77802
実籾,八千代台,2.61251
八千代台,京成大和田,1.99741
京成大和田,勝田台,1.61579
勝田台,志津,1.72278
志津,ユーカリが丘,1.13702
ユーカリが丘,京成臼井,2.38804
京成臼井,京成佐倉,4.44079
京成佐倉,大佐倉,1.98011
大佐倉,京成酒々井,1.90964
京成酒々井,宗吾参道,2.01122
宗吾参道,公津の杜,1.52564
公津の杜,京成成田,2.56024
京成成田,東成田,6.51003
京成成田,空港第２ビル（第２旅客ターミナル）,6.47401
空港第２ビル（第２旅客ターミナル）,成田空港（第１旅客ターミナル）,1.10336
